,id,name,description,address,area,beds,baths,price,Price category,town,squareFeet,lotSize,type,yearBuilt,lastRenovated,dateListed,status,Appliances,Exterior Features,furnished,basement,fireplaceFeatures,heating,laundryFeatures,parkingFeatures,sewer,waterSource,listingAgent/name,listingAgent/phoneNumber,listingAgent/email,listingAgent/linkMlsId,listingAgency/name,listingAgency/phoneNumber,listingAgency/faxNumber,listingAgency/email,location/latitude,location/longitude
10,38671,"31 Double Ox Road, Oak Bluffs MA 02557","TO BE BUILT on Lot 13 NAUSHON *** Larger Lot and a WALK OUT BASEMENT ~Featuring 3 bedrooms and 3 ½ bathrooms, offering over 2,400 square feet of living space, the Naushon is the flagship of the Homes at Lagoon Ridge. A grand, covered wrap-around porch at the front of the home heightens one’s sense of arrival and provides the perfect setting for enjoying those cool summer breezes and refreshing morning air. The Naushon leverages a smart and efficient floor plan that connects its chef’s kitchen to living and dining areas to form a generous space to host large gatherings of family and friends where life-long memories will be made. All three-bedroom suites feature tiled ensuite bathrooms with quartz surfaces, Kohler fixtures, and spacious closets, while the Naushon’s second floor suites offer the option for private bedroom balconies. The Naushon’s classic lines pay homage to the cottage history of Oak Bluffs while offering all of the benefits of modern technology and comfort. The Naushon is the realization of your island dream. **See Interactive Virtual Tour Attached ** See Lagoon Ridge Website** Options are available for many too**Call for an appointment and private tour. Don't wait RESERVE YOUR HOME TODAY!","31 Double Ox Road, Oak Bluffs MA 02557",Lagoon/Harbor,3,3.5,1650000,5,Oak Bluffs,2407,0.3502,Single Family Residence,2021,0,2021-08-14T11:20:10.607Z,Pending,Stove,"Public Beach, Porch, Cov",Unfurnished,Full Un-finished,,Heat Pump,,Yes,Septic Tank,Town,Marilyn Moses Cell 617-462-0381 ANYTIME !,617-462-0381,marilynmoses@oceanparkmv.com,20991,Ocean Park Realty Inc,508-693-4210,508-693-8992,info@leddenproperties.com,41.435457,-70.594443
11,39992,"112 Spring Street, Vineyard Haven MA 02568","Look to Spring (Street)! Unrivaled in-town opportunity on an oversized corner lot. The current house has been thoughtfully renovated and features 2 bedrooms and a separate sleeping area. Recent updates include a brand new kitchen, mini splits in every room, updated bathrooms, double french doors in the kitchen leading out to a new Azek deck, windows replaced with new exterior Azek trim and casing throughout the house and much more. Current owner planned a large expansion to the existing house and adding a barn (please see sketch in photos). The property has already been cleared and several trees have been removed with expansion plans in mind. The house has been used as a 2 family previously and offers tremendous flexibility - use 1 unit and rent out the other, use as a single family, or use the substantial lot size to expand. All of this a few steps from downtown Vineyard Haven and the ferries. Offered partially furnished. Don't miss out! There is a 4 bedroom Title V septic already installed and passed inspection.","112 Spring Street, Vineyard Haven MA 02568",Downtown,2,2,1175000,5,Vineyard Haven,1171,0.3434,Single Family Residence,1929,2021,2022-08-15T10:08:55.403Z,Active Under Contract,Stove,Public Beach,Partially Furnished,Beautifully clean,Yes,Heat Pump,,Off-street,Septic Tank,Town,Stephanie Burke,508-737-8550,stephanie@mvseacoast.com,21066,Seacoast Properties,508-627-9201,508-627-4140,sales@mvinfo.com,41.453715,-70.607574
12,40084,"114-116 Dukes County Avenue, Oak Bluffs MA 02557","One bedroom apartment PLUS Warehouse/Garage. Take immediate use of over 2,000 square feet of first floor storage space with two bay garage, 16' ceilings and two half bathrooms. The separate year-round apartment is ready for immediate occupancy. This B1 zoned property in downtown Oak Bluffs is perfect for future development plans, while meeting storage and parking needs now for a local business. Apartment is serviced by town sewer.","114-116 Dukes County Avenue, Oak Bluffs MA 02557",Downtown,1,2,1650000,5,Oak Bluffs,3514,0.269,Commercial,1955,1997,2022-09-02T13:58:42.513Z,Active,Stove,Public Beach ,Unfurnished,Slab,,Electric,,Yes,Septic Tank,Town,Rose Ryley,508-737-7068,rose@sandpiperrealty.com,35343,Sandpiper Realty,508-627-3737,508-627-7014,info@sandpiperrealty.com,41.450078,-70.563514
13,40467,"11 Jordan Way, Edgartown MA 02539","NEWER CONSTRUCTION, with POOL, walking distance to Edgartown Village! Approx. 4,500 square feet of open living space. The Great Room has a dramatic Two Story wall of windows which surround a gas fireplace and overlooks the 14 x 30 foot in ground pool. In addition to the dramatic Great Room there is a first floor den/lounge area, a first floor primary-en-suite, a mud room and separate laundry area. The Gourmet Kitchen, with it's central island, opens to the dining room which flows into the Great Room. The second floor offers a second primary-en-suite, as well as two additional guest bedrooms which share a full bath. The finished basement offers a third den/lounge area with slider walk out doors.  The plot can support an additional bedroom, bringing the bedroom count to five bedrooms. The plot has plenty of room for a detached garage with a 400 square foot bedroom/bath above, permitting required.  This sought after neighborhood is the jewel of the Village.  A rare opportunity!","11 Jordan Way, Edgartown MA 02539",Downtown,4,3.5,5800000,5,Edgartown,4500,1.27,Single Family Residence,2021,,2023-01-29T07:37:30.673Z,Active,,"Deck, Porch, Private Pool, Cov",Partially Furnished,Partially finished,1 Gas,GFHA,,plenty of off street parking,Septic Tank,Town,Michele Casavant,413-250-9090,atty.mmc@gmail.com,33633,Vineyard Village Realty,413-250-9090,,michele@vineyardvillagerealty.com,41.385991,-70.523148
14,40472,"65 Snake Hollow, Vineyard Haven MA 02568","This spacious three bedroom home has been lovingly cared for by the original owner who built the home. There are many fantastic features including an open floor plan with the kitchen and breakfast bar opening into the dining area. Off the dining area there are French doors leading to a light filled grand, three season room (360sf - 18x20sf). In the main living room there is a Swedish coal stove, the focal point of the room, with a stone wall artistically created by Lew French. In 2002 the owner added an addition onto the living room. A beautiful stone faced wood burning fireplace with brick chimney were added. Robert Merriman helped create this unique fireplace in 2010. One of the three bedrooms and full bath are on this level. There are yellow pine floors throughout the first floor adding warmth to the home. The second floor features two bedrooms an office and half bath. There is a full basement that is partially finished and there is a half bath. The other side has washer, dryer, utility and storage area. The home is heated by a kerosene monitor and electric baseboard. Additional features include a large farmer's porch that spans the front of the house, an attached artist studio with beautiful lighting, pine floors, heat, and skylights, a free standing detached workshop/shed with loft and built in cabinets. All sited on 1.1 acres of land, this property has many mature trees, secret gardens and fenced in areas for meditation and privacy. The moss badminton court adds to the charm of the backyard.","65 Snake Hollow, Vineyard Haven MA 02568",Central,3,2,1650000,5,Vineyard Haven,1447,1.1,Single Family Residence,1987,,2023-01-30T16:46:06.100Z,Active,Stove,"Garden, Porch, Public Beach",Partially Furnished,Full basement that is partially finished and a 1/2 bath.,yes,Monitor,,yes plenty,Septic Tank,Well,Nora Jardin,508-951-1386,sales@islandrealestatemv.com,21088,Island Real Estate,508-693-4800,508-693-7540,islandre@vineyard.net,41.443604,-70.624119
15,40476,"8 Clinton Avenue, Oak Bluffs MA 02557","PICTURE Perfect in Every Way ~Beautiful Victorian located in the Historic Martha's Vineyard Camp Meeting Association on popular Clinton Avenue with expansive Park Views!  This cottage has been lovingly maintained and is IMMACULATE throughout. There are 4 bedrooms and 1.5 bathrooms. Many updates include newer roof, exterior cedar shingle siding, kitchen, first floor bathroom, laundry room with on demand hotwater tank, Ginger Bread Porch Balusters,  and new screens in the Sun Porch.  Easy stroll to Oak Bluffs Harbor, Beaches, Ferries, Galleries and Restaurants! The interior living space includes over 1107 sq feet with high ceilings, striking wood floors a welcoming dining room, an updated sparkling kitchen and a bright airy living room. A good morning stair case leads to the second floor with 4 pleasant bedrooms and 1 bathroom. Charming, Comfortable and Convenient to the Grand Tabernacle and Trinity Park!  Exceptional offering with the perfect flow for both Summer living and entertainment.  For more information on the Martha's Vineyard Camp-Meeting Association please visit www.mvcma.org","8 Clinton Avenue, Oak Bluffs MA 02557",Downtown,4,1.5,795000,5,Oak Bluffs,1107,0,Single Family Residence,1870,2019,2023-01-31T11:12:01.197Z,Active Under Contract,Stove,"Screen Porch, Porch, Public Beach, Cov",Partially Furnished,Crawl,Propane,None,,Assigned for additional fee $125 annually,Twn,Town,Marilyn Moses Cell 617-462-0381 ANYTIME !,617-462-0381,marilynmoses@oceanparkmv.com,20991,Ocean Park Realty Inc,508-693-4210,508-693-8992,info@leddenproperties.com,41.454641,-70.561609
16,40479,"165 Weaver Lane, Vineyard Haven MA 02568","This classic two story full Cape is centered on a nearly square acre-plus wooded lot in a desirable neighborhood.  In the same family since new, nearly fifty years ago, it has all the traditional touches including a brick center chimney fireplace, raised panel doors and hardwood floors throughout, a full basement with oil heat and an attached one-car garage.  Three ample bedrooms and two baths with lots of closets, bookshelves and built-ins make for comfortable year-round living.  It is under a mile to Five Corners, five hundred feet from the Lagoon and a tenth of a mile to 20 acres of conservation land with trails and a Town pier.  Although current regulations limit the bedrooms to three, there is considerable room for expansion while still maintaining privacy. Note:  access is off Winyah Lane.","165 Weaver Lane, Vineyard Haven MA 02568",Lagoon,3,2,1225000,5,Vineyard Haven,1503,1.1479,Single Family Residence,1974,,2023-01-31T18:33:49.870Z,Active,Washer,"Public Beach, Garden, Deeded Beach",Unfurnished,Full dry basement with interior stairs and bulkhead access.  Washer and dryer are located in basement,Brick,OFHW,,On-site,Septic Tank,Town,John Best,774-563-0872,jbestassoc@gmail.com,20955,John Best Associates,508-693-5566,508-693-4497,johnbest@vineyard.net,41.44345,-70.600789
17,40493,"55 North Summer Street, Edgartown MA 02539","Summer has arrived, and the Vineyard's coastline is on the horizon. During the drive down to Edgartown, your family converses about their summer bucket list and where they want to go to dinner tonight. With each Vineyard sunset that passes, unforgettable memories are made. While everyone grows older and reaches new milestones, the one thing for certain is that next Memorial Day, the family will reunite at their home in Edgartown. 
Designed by Patrick Ahearn Architect and fully furnished by Serena & Lily interior designers, this 5bed/4bath colonial home found in the heart of Edgartown's historic district is the perfect landing pad for any Vineyard retreat. This 2022 rebuild and expansion is complete with custom finishings, antique beams, and meticulous attention to detail to highlight the history of Edgartown's landscape and modern-day living. 
Spend your summers relaxing by the pool and enjoying a cocktail with friends and family before heading into town for dinner or participating in the off-season holiday festivities of Christmas in Edgartown. The property comes with all furnishings, kitchen appliances, linens, etc., thus making this home truly turn-key.","55 North Summer Street, Edgartown MA 02539",Downtown,5,4,5700000,5,Edgartown,3518,0.0001,Single Family Residence,2022,2022,2023-02-05T23:15:59.123Z,Active Under Contract,,Patio,Furnished,,1,Heat Pump,,3 - Off street,Twn,Town,Erin Hegarty,508-627-0811,erin.hegarty@compass.com,57981,Compass | Point B,508-627-4567,508-627-4567,wendy.harman@compass.com,41.391036,-70.512618
18,40504,"11 Pine Tree Lane, Vineyard Haven MA 02568","Tucked away on peaceful Pine Tree Lane – along Vineyard Haven’s outer harbor, sits this comfortable four bedroom home, finished lower level and large private yard with mature trees and plantings. Located in a fabulous, well established West Chop neighborhood, you are just steps to Grove Street town beach. This classic ranch-style home had many renovations by former owner, including kitchen, bathrooms, new roof and boiler.  Other improvements completed in 2020 were new cedar shingle siding, all windows and trim, garage door, hardwood floors throughout, central A/C, and new driveway. The main level features a living room with wood-burning fireplace, updated kitchen, primary with en-suite bath, and two additional bedrooms which share a bath.  The lower level offers an additional 1000 sf of living space including a family room, bedroom and full bath. Conveniently located just one mile from town, it is an easy walk to the yacht club, library and all that Vineyard Haven has to offer. This property is a must see and move-in ready!!","11 Pine Tree Lane, Vineyard Haven MA 02568",West Chop,4,3,1795000,5,Vineyard Haven,1240,0.2676,Single Family Residence,1960,2020,2023-02-10T11:21:29.837Z,Active,Stove,"Deck, Hot Tub, Public Beach",Unfurnished,Finished basement includes large family room,1 - wood burning,OFHW,,Yes,Cesspool,Town,Carol Shore,508-221-8186,carol.shore@donnellyandco.com,39210,Donnelly + Co,508-627-1022,,,41.469302,-70.598697
19,40511,"3 Hopes Way, Oak Bluffs MA 02557","It's All About The Address ~ Lagoon Ridge ~ ""OAK BLUFFS Newest Neighborhood"" TO BE BUILT  by AWARD-WINNING BUILDER, OAK DEVELOPMENT & DESIGN ~ NAUSHON FLEX ~ Featuring a Stylish and Spacious Primary En-suite Bedroom on each floor,  functional and convenient second floor office/ Flex Room, and 3.5 Tiled Bathrooms are included in over 2,400 square feet of prime living space.  On the exterior you are greeted by the grand covered wrap-around porch that heightens one’s sense of arrival and provides the perfect setting for enjoying those cool summer breezes and refreshing morning air. The Naushon leverages a smart and efficient floor plan that connects its chef’s kitchen to living and dining areas forming a generous space to host large gatherings of family and friends where life-long memories will be made.  Its classic lines pay homage to the cottage history of Oak Bluffs while offering all of the benefits of modern technology and comfort with top-of the-line finishes and designer touches throughout. The Naushon is truly the Flagship of the Homes at Lagoon Ridge and the realization of your island dream.  Potential Room for a Pool (not included in this price see attached site plan)","3 Hopes Way, Oak Bluffs MA 02557",Lagoon/Harbor,2,3.5,1900000,5,Oak Bluffs,2407,0.2893,Single Family Residence,2023,,2023-02-15T14:12:35.060Z,Active,Stove,"Public Beach, Cov, Porch",Unfurnished,Full poured concrete,Yes Propane,GFHA,,Peastone Driveway,Septic Tank,Town,Marilyn Moses Cell 617-462-0381 ANYTIME !,617-462-0381,marilynmoses@oceanparkmv.com,20991,Ocean Park Realty Inc,508-693-4210,508-693-8992,info@leddenproperties.com,41.43494,-70.588687
20,40548,"7 Whistling Swan Circle, Edgartown MA 02539","Located in the exclusive Island Grove neighborhood, this perfectly maintained 4,218 square-foot Edgartown retreat is conveniently located near Morning Glory Farm, Downtown Edgartown, and South Beach. The home was designed with entertaining in mind. The first floor offers a den, custom kitchen, a large dining room, living room, half bathroom, and screened porch, all while flowing seamlessly to the outdoor living areas. In addition, there is a first-floor primary bedroom with a large walk-in closet and a full bathroom. The second floor offers two massive bedrooms, two full bathrooms, and a bonus room. The lower level provides a hangout room with a gas fireplace, wet bar, and full bathroom. Highlights include access to the neighborhood association tennis courts, two laundry rooms, two car garage, four-zone heating and cooling system, and mature landscaping. Town sewer serves the property, allowing up to six bedrooms. Come live the Edgartown lifestyle you have always dreamed of.","7 Whistling Swan Circle, Edgartown MA 02539",Katama,3,4.5,3195000,5,Edgartown,4218,0.52,Single Family Residence,2010,,,Active,Washer,"Deck, Garden, Screen Porch, Tennis Court, Public Beach",Unfurnished,Rec Room,1,GFHA,,Plenty of Parking,Twn,Town,Jarrett Hurwitz,845-596-6740,Jarretthurwitz@kw.com,51533,Keller Williams Realty,617-969-9000,,,41.380167,-70.540507
21,39005,"27 Island Inn Road # 11D, Oak Bluffs MA 02557","1st Floor!  Bright and Sunny Studio condo that currently sleeps 4 at the fabulous Island Inn Country Club Resort. Very sweet fabulous price point for property ownership on Martha's Vineyard with a bundle of amenities. This END unit provides extra window for light and feeling of better space. Higher level of upgrades include granite counters with under-mount sink.  Upgraded Bathroom as well! Overlooking a lovely yard area and Farm Neck golf course beyond.  Vacasa management is on site and makes the rental magic happen without any worry or stress 24/7. Plan your time for vacation and let the pros handle the rest. Housekeeping, picturesque grounds, a heated pool, bbq areas along with fire pits and children’s playground. Pet friendly if you so choose. Onsite tennis courts, along with shared washers and dryers, function rooms and so many more amenities. A short walk to the beautiful sandy beaches, bike paths, kayaking, fishing, golf, freshest seafood and nearby restaurant is the short list of all the fun and beauty this opportunity provides. A carefree lifestyle with benefits!","27 Island Inn Road # 11D, Oak Bluffs MA 02557",State Beach,0,1,269000,5,Oak Bluffs,330,0,Condominium,1979,,2021-11-07T07:13:34.640Z,Active,Stove,"Patio, Public Beach, Cov, Tennis Court",Furnished,,No,Heat Pump,,Yes,Septic Tank,Town,Martha Smith,508-328-6555,islandmvrealestate@gmail.com,20957,Jane Brown Assoc.,508-627-4741,508-627-7756,info@jbrownassociates.com,41.440264,-70.557711
